Country,Year,Percentage
FRA,1981,0.016956351138366275
GBR,1981,0.07433348349024511
IRL,1981,0.016956351138366275
ITA,1981,0.016956351138366275
JPN,1981,0.16388830192117354
NLD,1981,0.016956351138366275
NOR,1981,0.016956351138366275
PRT,1981,0.016956351138366275
SWE,1981,0.016956351138366275
USA,1981,0.49548086231765076
AUS,1982,0.016951937251717987
BEL,1982,0.016951937251717987
CAN,1982,0.06880465155367677
CHE,1982,0.016951937251717987
DEU,1982,0.022909006745054025
DNK,1982,0.016951937251717987
ESP,1982,0.016951937251717987
FIN,1982,0.016951937251717987
FRA,1982,0.016951937251717987
GBR,1982,0.06520260289482374
IRL,1982,0.016951937251717987
ITA,1982,0.016951937251717987
JPN,1982,0.13867891157350024
NLD,1982,0.016951937251717987
NOR,1982,0.016951937251717987
PRT,1982,0.016951937251717987
SWE,1982,0.016951937251717987
USA,1982,0.4840296429606114
AUS,1983,0.01698262971307665
BEL,1983,0.01698262971307665
CAN,1983,0.06872299573632686
CHE,1983,0.01698262971307665
DEU,1983,0.022105146248562704
DNK,1983,0.01698262971307665
ESP,1983,0.01698262971307665
FIN,1983,0.01698262971307665
FRA,1983,0.01698262971307665
GBR,1983,0.060241196390793686
IRL,1983,0.01698262971307665
ITA,1983,0.01698262971307665
JPN,1983,0.14560305908400917
NLD,1983,0.01698262971307665
NOR,1983,0.01698262971307665
PRT,1983,0.01698262971307665
SWE,1983,0.01698262971307665
USA,1983,0.4825534162703112
AUS,1984,0.01740666959916617
BEL,1984,0.01740666959916617
CAN,1984,0.06795740458802561
CHE,1984,0.01740666959916617
DEU,1984,0.021593668549873875
DNK,1984,0.01740666959916617
ESP,1984,0.01740666959916617
FIN,1984,0.01740666959916617
FRA,1984,0.01740666959916617
GBR,1984,0.06513889799634064
IRL,1984,0.01740666959916617
ITA,1984,0.01740666959916617
JPN,1984,0.17756213484932332
NLD,1984,0.01740666959916617
NOR,1984,0.01740666959916617
PRT,1984,0.01740666959916617
SWE,1984,0.01740666959916617
USA,1984,0.44146118922727634
AUS,1985,0.017230089550540298
BEL,1985,0.017230089550540298
CAN,1985,0.05579061846369847
CHE,1985,0.017230089550540298
DEU,1985,0.033961214091801785
DNK,1985,0.017230089550540298
ESP,1985,0.017230089550540298
FIN,1985,0.017230089550540298
FRA,1985,0.017230089550540298
GBR,1985,0.06733337912220559
IRL,1985,0.017230089550540298
ITA,1985,0.017230089550540298
JPN,1985,0.1806341408357195
NLD,1985,0.017230089550540298
NOR,1985,0.017230089550540298
PRT,1985,0.017230089550540298
SWE,1985,0.017230089550540298
USA,1985,0.4382894833295508
AUS,1986,0.017592611995432408
BEL,1986,0.017592611995432408
CAN,1986,0.047772141628558605
CHE,1986,0.018242438126528912
DEU,1986,0.03653888966892512
DNK,1986,0.017592611995432408
ESP,1986,0.017592611995432408
FIN,1986,0.017592611995432408
FRA,1986,0.021772307236802766
GBR,1986,0.06705716871283593
IRL,1986,0.017592611995432408
ITA,1986,0.019886372477172076
JPN,1986,0.2529218405657251
NLD,1986,0.017592611995432408
NOR,1986,0.017592611995432408
PRT,1986,0.017592611995432408
SWE,1986,0.017592611995432408
USA,1986,0.3598827216291275
AUS,1987,0.01813848482124396
BEL,1987,0.017496319384359922
CAN,1987,0.04766394397420465
CHE,1987,0.017496319384359922
DEU,1987,0.025672605997753003
DNK,1987,0.017496319384359922
ESP,1987,0.017496319384359922
FIN,1987,0.017496319384359922
FRA,1987,0.018282709076094163
GBR,1987,0.07987590347904479
IRL,1987,0.017496319384359922
ITA,1987,0.017496319384359922
JPN,1987,0.32038766303807586
NLD,1987,0.017496319384359922
NOR,1987,0.017496319384359922
PRT,1987,0.017496319384359922
SWE,1987,0.017496319384359922
USA,1987,0.2975191763856244
AUS,1988,0.017441598407452474
BEL,1988,0.017441598407452474
CAN,1988,0.04307856557637936
CHE,1988,0.017441598407452474
DEU,1988,0.0241871915704884
DNK,1988,0.017441598407452474
ESP,1988,0.017441598407452474
FIN,1988,0.017441598407452474
FRA,1988,0.021490049264170294
GBR,1988,0.0686014521588078
IRL,1988,0.017441598407452474
ITA,1988,0.017441598407452474
JPN,1988,0.3653172854848318
NLD,1988,0.017441598407452474
NOR,1988,0.017441598407452474
PRT,1988,0.017441598407452474
SWE,1988,0.017441598407452474
USA,1988,0.26802627505589266
AUS,1989,0.01750536623100273
BEL,1989,0.01750536623100273
CAN,1989,0.04423568999223167
CHE,1989,0.01750536623100273
DEU,1989,0.02972743691082393
DNK,1989,0.01750536623100273
ESP,1989,0.01750536623100273
FIN,1989,0.01750536623100273
FRA,1989,0.02752793090378405
GBR,1989,0.066290505249329
IRL,1989,0.01750536623100273
ITA,1989,0.01750536623100273
JPN,1989,0.34682027258698345
NLD,1989,0.01750536623100273
NOR,1989,0.01750536623100273
PRT,1989,0.01750536623100273
SWE,1989,0.01750536623100273
USA,1989,0.2753337695848152
AUS,1990,0.0175475629580837
BEL,1990,0.0175475629580837
CAN,1990,0.04527589984781702
CHE,1990,0.0175475629580837
DEU,1990,0.03507252047224208
DNK,1990,0.0175475629580837
ESP,1990,0.0175475629580837
FIN,1990,0.0175475629580837
FRA,1990,0.03076646916823702
GBR,1990,0.08388799101540555
IRL,1990,0.0175475629580837
ITA,1990,0.0175475629580837
JPN,1990,0.28907386147720165
NLD,1990,0.0175475629580837
NOR,1990,0.0175475629580837
PRT,1990,0.0175475629580837
SWE,1990,0.0175475629580837
USA,1990,0.30535250252209223
AUS,1991,0.017573016203664412
BEL,1991,0.017573016203664412
CAN,1991,0.04273284745606252
CHE,1991,0.017573016203664412
DEU,1991,0.031136837198713768
DNK,1991,0.017573016203664412
ESP,1991,0.017573016203664412
FIN,1991,0.017573016203664412
FRA,1991,0.030093647436410225
GBR,1991,0.08316800491608368
IRL,1991,0.017573016203664412
ITA,1991,0.017573016203664412
JPN,1991,0.25252383936652917
NLD,1991,0.017573016203664412
NOR,1991,0.017573016203664412
PRT,1991,0.017573016203664412
SWE,1991,0.017573016203664412
USA,1991,0.34946862918222765
AUS,1992,0.017486015470478917
BEL,1992,0.017486015470478917
CAN,1992,0.040797599141021615
CHE,1992,0.017486015470478917
DEU,1992,0.02928234843291939
DNK,1992,0.017486015470478917
ESP,1992,0.017486015470478917
FIN,1992,0.017486015470478917
FRA,1992,0.029163675010748635
GBR,1992,0.085068077406582
IRL,1992,0.017486015470478917
ITA,1992,0.017486015470478917
JPN,1992,0.20087836184110458
NLD,1992,0.017486015470478917
NOR,1992,0.017486015470478917
PRT,1992,0.017486015470478917
SWE,1992,0.017486015470478917
USA,1992,0.4049777525218769
AUS,1993,0.017492929263112425
BEL,1993,0.017492929263112425
CAN,1993,0.043437221118910484
CHE,1993,0.019758048309588355
DEU,1993,0.03221751424242844
DNK,1993,0.017492929263112425
ESP,1993,0.017492929263112425
FIN,1993,0.017492929263112425
FRA,1993,0.033260118955581945
GBR,1993,0.08390216846576633
IRL,1993,0.017492929263112425
ITA,1993,0.017492929263112425
JPN,1993,0.2119866854195275
NLD,1993,0.017492929263112425
NOR,1993,0.017492929263112425
PRT,1993,0.017492929263112425
SWE,1993,0.017492929263112425
USA,1993,0.38301602159396037
AUS,1994,0.01764710205278423
BEL,1994,0.01764710205278423
CAN,1994,0.03970327806578576
CHE,1994,0.0196529348452608
DEU,1994,0.034425903856128044
DNK,1994,0.01764710205278423
ESP,1994,0.01764710205278423
FIN,1994,0.01764710205278423
FRA,1994,0.031207308485750134
GBR,1994,0.0788477544167506
IRL,1994,0.01764710205278423
ITA,1994,0.01764710205278423
JPN,1994,0.2477294048021462
NLD,1994,0.01764710205278423
NOR,1994,0.01764710205278423
PRT,1994,0.01764710205278423
SWE,1994,0.01764710205278423
USA,1994,0.35431529294755193
AUS,1995,0.01765600111054916
BEL,1995,0.01765600111054916
CAN,1995,0.03873356945255984
CHE,1995,0.022955083762526918
DEU,1995,0.03329212472943936
DNK,1995,0.01765600111054916
ESP,1995,0.01765600111054916
FIN,1995,0.01765600111054916
FRA,1995,0.02882740031395948
GBR,1995,0.07668587140823681
IRL,1995,0.01765600111054916
ITA,1995,0.01765600111054916
JPN,1995,0.2044270157204477
NLD,1995,0.01765600111054916
NOR,1995,0.01765600111054916
PRT,1995,0.01765600111054916
SWE,1995,0.01765600111054916
USA,1995,0.4008629223967891
AUS,1996,0.01780458470603853
BEL,1996,0.01780458470603853
CAN,1996,0.044867310789541
CHE,1996,0.020413441611704275
DEU,1996,0.03390216004050044
DNK,1996,0.01780458470603853
ESP,1996,0.01780458470603853
FIN,1996,0.01780458470603853
FRA,1996,0.029880154742359378
GBR,1996,0.08726802401342938
IRL,1996,0.01780458470603853
ITA,1996,0.01780458470603853
JPN,1996,0.15399829486416758
NLD,1996,0.019142238823795614
NOR,1996,0.01780458470603853
PRT,1996,0.01780458470603853
SWE,1996,0.01780458470603853
USA,1996,0.4324825280541171
AUS,1997,0.017875015927557417
BEL,1997,0.017875015927557417
CAN,1997,0.04491203653181505
CHE,1997,0.02557098058363522
DEU,1997,0.03667750153657988
DNK,1997,0.017875015927557417
ESP,1997,0.017875015927557417
FIN,1997,0.017875015927557417
FRA,1997,0.029973945234725317
GBR,1997,0.09192327935494608
IRL,1997,0.017875015927557417
ITA,1997,0.017875015927557417
JPN,1997,0.09268436553164923
NLD,1997,0.02082830916800562
NOR,1997,0.017875015927557417
PRT,1997,0.017875015927557417
SWE,1997,0.017875015927557417
USA,1997,0.47867942278306935
AUS,1998,0.017508504513912733
BEL,1998,0.017508504513912733
CAN,1998,0.04134519666990784
CHE,1998,0.026337316980108626
DEU,1998,0.04181618086999421
DNK,1998,0.017508504513912733
ESP,1998,0.017508504513912733
FIN,1998,0.017508504513912733
FRA,1998,0.017508504513912733
GBR,1998,0.08780330571012772
IRL,1998,0.017508504513912733
ITA,1998,0.017508504513912733
JPN,1998,0.09322584282813946
NLD,1998,0.023050233389237267
NOR,1998,0.017508504513912733
PRT,1998,0.017508504513912733
SWE,1998,0.017508504513912733
USA,1998,0.4938283738994449
AUS,1999,0.01782024286894987
BEL,1999,0.01782024286894987
CAN,1999,0.04241149303256334
CHE,1999,0.01986140147345001
DEU,1999,0.04193969398082746
DNK,1999,0.01782024286894987
ESP,1999,0.01782024286894987
FIN,1999,0.01782024286894987
FRA,1999,0.04401256209700971
GBR,1999,0.08652905583789879
IRL,1999,0.01782024286894987
ITA,1999,0.0213258494644882
JPN,1999,0.13047077476445107
NLD,1999,0.020324772566647373
NOR,1999,0.01782024286894987
PRT,1999,0.01782024286894987
SWE,1999,0.01782024286894987
USA,1999,0.4327422109621153
AUS,2000,0.017882453645680255
BEL,2000,0.017882453645680255
CAN,2000,0.02437846747231502
CHE,2000,0.0250576125086245
DEU,2000,0.040172435182690494
DNK,2000,0.017882453645680255
ESP,2000,0.017882453645680255
FIN,2000,0.017882453645680255
FRA,2000,0.04575093713652363
GBR,2000,0.08149936958330956
IRL,2000,0.017882453645680255
ITA,2000,0.02430009277249641
JPN,2000,0.09984961171995808
NLD,2000,0.020254932131692372
NOR,2000,0.017882453645680255
PRT,2000,0.017882453645680255
SWE,2000,0.017882453645680255
USA,2000,0.4777944586812677
AUS,2001,0.017910156793043388
BEL,2001,0.017910156793043388
CAN,2001,0.022618460191719595
CHE,2001,0.01938670394282755
DEU,2001,0.03939972100361714
DNK,2001,0.017910156793043388
ESP,2001,0.017910156793043388
FIN,2001,0.017910156793043388
FRA,2001,0.04318306444204689
GBR,2001,0.07902013731992186
IRL,2001,0.017910156793043388
ITA,2001,0.019390798504176257
JPN,2001,0.0832487736793558
NLD,2001,0.01849217132306374
NOR,2001,0.017910156793043388
PRT,2001,0.017910156793043388
SWE,2001,0.017910156793043388
USA,2001,0.5140687584558807
AUS,2002,0.01795276301344608
BEL,2002,0.01795276301344608
CAN,2002,0.039065295681060576
CHE,2002,0.026932174598473364
DEU,2002,0.030156401788084788
DNK,2002,0.01795276301344608
ESP,2002,0.02028964342648296
FIN,2002,0.01795276301344608
FRA,2002,0.04250891999083417
GBR,2002,0.08159626721535695
IRL,2002,0.01795276301344608
ITA,2002,0.020971711504031394
JPN,2002,0.09096411665934505
NLD,2002,0.01795276301344608
NOR,2002,0.01795276301344608
PRT,2002,0.01795276301344608
SWE,2002,0.01795276301344608
USA,2002,0.485940602015316
AUS,2003,0.019543570934585103
BEL,2003,0.0180077727999169
CAN,2003,0.0303813056744666
CHE,2003,0.024268939731585646
DEU,2003,0.036015297297253446
DNK,2003,0.0180077727999169
ESP,2003,0.02424025469548288
FIN,2003,0.0180077727999169
FRA,2003,0.045257522405552864
GBR,2003,0.08096809630896275
IRL,2003,0.0180077727999169
ITA,2003,0.02052193089786219
JPN,2003,0.09856730937564016
NLD,2003,0.0180077727999169
NOR,2003,0.0180077727999169
PRT,2003,0.0180077727999169
SWE,2003,0.0180077727999169
USA,2003,0.4761735902792732
AUS,2004,0.022203248285426944
BEL,2004,0.017886975332373527
CAN,2004,0.033674175993867496
CHE,2004,0.023710207188313303
DEU,2004,0.03416030214715002
DNK,2004,0.017886975332373527
ESP,2004,0.026900977928012035
FIN,2004,0.017886975332373527
FRA,2004,0.04458678035772639
GBR,2004,0.08052875701264016
IRL,2004,0.017886975332373527
ITA,2004,0.022579588574301573
JPN,2004,0.1017409169024654
NLD,2004,0.017886975332373527
NOR,2004,0.017886975332373527
PRT,2004,0.017886975332373527
SWE,2004,0.017886975332373527
USA,2004,0.46681924295110844
AUS,2005,0.02116490884646718
BEL,2005,0.017810275505513472
CAN,2005,0.03901706825011144
CHE,2005,0.02471030373332178
DEU,2005,0.03164506941206774
DNK,2005,0.017810275505513472
ESP,2005,0.025268708237401346
FIN,2005,0.017810275505513472
FRA,2005,0.046291151442903
GBR,2005,0.0805036804609751
IRL,2005,0.017810275505513472
ITA,2005,0.021008492786723076
JPN,2005,0.12037717596283348
NLD,2005,0.017810275505513472
NOR,2005,0.017810275505513472
PRT,2005,0.017810275505513472
SWE,2005,0.017810275505513472
USA,2005,0.44753123682308815
AUS,2006,0.024457386943638883
BEL,2006,0.017904770610416124
CAN,2006,0.03795644814708197
CHE,2006,0.027061372586584406
DEU,2006,0.0365482181719732
DNK,2006,0.017904770610416124
ESP,2006,0.02952485866485846
FIN,2006,0.017904770610416124
FRA,2006,0.05419378724544375
GBR,2006,0.08439245904379608
IRL,2006,0.017904770610416124
ITA,2006,0.02290954811629451
JPN,2006,0.10297691021917944
NLD,2006,0.017904770610416124
NOR,2006,0.017904770610416124
PRT,2006,0.017904770610416124
SWE,2006,0.017904770610416124
USA,2006,0.43674084597782026
AUS,2007,0.027338570061123193
BEL,2007,0.01791941851451624
CAN,2007,0.04604210274567444
CHE,2007,0.026840397302052427
DEU,2007,0.044329069849328565
DNK,2007,0.01791941851451624
ESP,2007,0.037899035168398106
FIN,2007,0.01791941851451624
FRA,2007,0.05770325988133674
GBR,2007,0.0809948004559969
IRL,2007,0.01791941851451624
ITA,2007,0.02258432166985013
JPN,2007,0.09119605569605045
NLD,2007,0.02013377458619944
NOR,2007,0.01791941851451624
PRT,2007,0.01791941851451624
SWE,2007,0.01791941851451624
USA,2007,0.4195026829823759
AUS,2008,0.025260433274727104
BEL,2008,0.017763732301949744
CAN,2008,0.038180404191403866
CHE,2008,0.0325172597153476
DEU,2008,0.04102191739028615
DNK,2008,0.017763732301949744
ESP,2008,0.03502966221095618
FIN,2008,0.017763732301949744
FRA,2008,0.054386872723417225
GBR,2008,0.06900470235327269
IRL,2008,0.017763732301949744
ITA,2008,0.019284562415265136
JPN,2008,0.1150896700819242
NLD,2008,0.017763732301949744
NOR,2008,0.017763732301949744
PRT,2008,0.017763732301949744
SWE,2008,0.017763732301949744
USA,2008,0.42811465722780195
AUS,2009,0.035459113441763994
BEL,2009,0.017825528462860278
CAN,2009,0.04713511483344223
CHE,2009,0.029917237003554628
DEU,2009,0.036314632194065596
DNK,2009,0.017825528462860278
ESP,2009,0.04030997445706475
FIN,2009,0.017825528462860278
FRA,2009,0.05468697114004667
GBR,2009,0.07857889091815151
IRL,2009,0.017825528462860278
ITA,2009,0.0184290556858327
JPN,2009,0.09289949344437823
NLD,2009,0.017825528462860278
NOR,2009,0.017825528462860278
PRT,2009,0.017825528462860278
SWE,2009,0.017825528462860278
USA,2009,0.4236652891788174
AUS,2010,0.03684274300202224
BEL,2010,0.01776596492577619
CAN,2010,0.05499710699220057
CHE,2010,0.031140021114798477
DEU,2010,0.03621527193830165
DNK,2010,0.01776596492577619
ESP,2010,0.029677660978502905
FIN,2010,0.01776596492577619
FRA,2010,0.048419337815425165
GBR,2010,0.06805961054727729
IRL,2010,0.01776596492577619
ITA,2010,0.01776596492577619
JPN,2010,0.09695882807983504
NLD,2010,0.01776596492577619
NOR,2010,0.01776596492577619
PRT,2010,0.01776596492577619
SWE,2010,0.01776596492577619
USA,2010,0.43779573519965104
AUS,2011,0.03371279638736799
BEL,2011,0.017734334037032954
CAN,2011,0.05382151631831408
CHE,2011,0.03065525841312541
DEU,2011,0.03332768511971329
DNK,2011,0.017734334037032954
ESP,2011,0.029008378039176167
FIN,2011,0.017734334037032954
FRA,2011,0.043722904958653656
GBR,2011,0.08250298624739244
IRL,2011,0.017734334037032954
ITA,2011,0.017734334037032954
JPN,2011,0.09356476251233997
NLD,2011,0.017734334037032954
NOR,2011,0.017734334037032954
PRT,2011,0.017734334037032954
SWE,2011,0.017734334037032954
USA,2011,0.44007470567062046
AUS,2012,0.03387978745830442
BEL,2012,0.01771490652545523
CAN,2012,0.05032286211511423
CHE,2012,0.03013154067006658
DEU,2012,0.03630901676092477
DNK,2012,0.01771490652545523
ESP,2012,0.024308903448020308
FIN,2012,0.01771490652545523
FRA,2012,0.04417203794013526
GBR,2012,0.08041110502559846
IRL,2012,0.01771490652545523
ITA,2012,0.01771490652545523
JPN,2012,0.08498398261140477
NLD,2012,0.01771490652545523
NOR,2012,0.01771490652545523
PRT,2012,0.01771490652545523
SWE,2012,0.01771490652545523
USA,2012,0.4560466052413341
AUS,2013,0.0267630270025142
BEL,2013,0.017720349400079542
CAN,2013,0.04141581492619569
CHE,2013,0.03018671674296417
DEU,2013,0.037933859741452525
DNK,2013,0.017720349400079542
ESP,2013,0.02187662442907021
FIN,2013,0.017720349400079542
FRA,2013,0.04508484137088158
GBR,2013,0.07733076167188299
IRL,2013,0.017720349400079542
ITA,2013,0.017720349400079542
JPN,2013,0.08901367889717762
NLD,2013,0.017720349400079542
NOR,2013,0.017720349400079542
PRT,2013,0.017720349400079542
SWE,2013,0.017720349400079542
USA,2013,0.4709115306171452
AUS,2014,0.024648640378921546
BEL,2014,0.017653602794807738
CAN,2014,0.040078324304066534
CHE,2014,0.02860031306175513
DEU,2014,0.03325238360345236
DNK,2014,0.017653602794807738
ESP,2014,0.01899108567903484
FIN,2014,0.017653602794807738
FRA,2014,0.03989614550186186
GBR,2014,0.06829913874300564
IRL,2014,0.017653602794807738
ITA,2014,0.017653602794807738
JPN,2014,0.08373625393552833
NLD,2014,0.017653602794807738
NOR,2014,0.017653602794807738
PRT,2014,0.017653602794807738
SWE,2014,0.017653602794807738
USA,2014,0.5036152896391042
AUS,2015,0.025284196294739013
BEL,2015,0.017200717425553805
CAN,2015,0.03393849074140469
CHE,2015,0.03236071785672865
DEU,2015,0.036545565850294164
DNK,2015,0.017200717425553805
ESP,2015,0.017200717425553805
FIN,2015,0.017200717425553805
FRA,2015,0.044479960353032755
GBR,2015,0.017200717425553805
IRL,2015,0.017200717425553805
ITA,2015,0.017200717425553805
JPN,2015,0.1042589683791406
NLD,2015,0.017200717425553805
NOR,2015,0.017200717425553805
PRT,2015,0.017200717425553805
SWE,2015,0.017200717425553805
USA,2015,0.5339242088435683
AUS,2016,0.02519862079781957
BEL,2016,0.017141395957266256
CAN,2016,0.03960132487964166
CHE,2016,0.027877656213525438
DEU,2016,0.034089160826147595
DNK,2016,0.017141395957266256
ESP,2016,0.017141395957266256
FIN,2016,0.017141395957266256
FRA,2016,0.04288945598720156
GBR,2016,0.017141395957266256
IRL,2016,0.017141395957266256
ITA,2016,0.017141395957266256
JPN,2016,0.09843701698964998
NLD,2016,0.017141395957266256
NOR,2016,0.017141395957266256
PRT,2016,0.017141395957266256
SWE,2016,0.017141395957266256
USA,2016,0.5433514087760855
AUS,2017,0.0249795862377086
BEL,2017,0.017173382261876865
CAN,2017,0.03919763709218658
CHE,2017,0.027927767923549642
DEU,2017,0.03746156933814064
DNK,2017,0.017173382261876865
ESP,2017,0.017173382261876865
FIN,2017,0.017173382261876865
FRA,2017,0.04552763299713146
GBR,2017,0.017173382261876865
IRL,2017,0.017173382261876865
ITA,2017,0.017173382261876865
JPN,2017,0.10304768468627938
NLD,2017,0.018217339344635243
NOR,2017,0.017173382261876865
PRT,2017,0.017173382261876865
SWE,2017,0.017173382261876865
USA,2017,0.5319069597615999
AUS,2018,0.02312321655711203
BEL,2018,0.01683898823591979
CAN,2018,0.035485060539260316
CHE,2018,0.02638918177661739
DEU,2018,0.032139081280304536
DNK,2018,0.01683898823591979
ESP,2018,0.01683898823591979
FIN,2018,0.01683898823591979
FRA,2018,0.04332306619290224
GBR,2018,0.01683898823591979
IRL,2018,0.01683898823591979
ITA,2018,0.01683898823591979
JPN,2018,0.09699024702252777
NLD,2018,0.01683898823591979
NOR,2018,0.01683898823591979
PRT,2018,0.01683898823591979
SWE,2018,0.01683898823591979
USA,2018,0.557321276036158
AUS,2019,0.024828948162897685
BEL,2019,0.01642322725678938
CAN,2019,0.04020935942660099
CHE,2019,0.030618170763010766
DEU,2019,0.035019833473019304
DNK,2019,0.01642322725678938
ESP,2019,0.01642322725678938
FIN,2019,0.01642322725678938
FRA,2019,0.01642322725678938
GBR,2019,0.01642322725678938
IRL,2019,0.01642322725678938
ITA,2019,0.01642322725678938
JPN,2019,0.10333288033707376
NLD,2019,0.01642322725678938
NOR,2019,0.01642322725678938
PRT,2019,0.01642322725678938
SWE,2019,0.01642322725678938
USA,2019,0.5689120807559249
AUS,2020,0.024307615144513774
BEL,2020,0.0163020232575622
CAN,2020,0.03731785877160735
CHE,2020,0.02827817702303347
DEU,2020,0.032269355267958634
DNK,2020,0.0163020232575622
ESP,2020,0.0163020232575622
FIN,2020,0.0163020232575622
FRA,2020,0.0163020232575622
GBR,2020,0.0163020232575622
IRL,2020,0.0163020232575622
ITA,2020,0.0163020232575622
JPN,2020,0.09491343390934698
NLD,2020,0.0163020232575622
NOR,2020,0.0163020232575622
PRT,2020,0.0163020232575622
SWE,2020,0.0163020232575622
USA,2020,0.5872892807927934
AUS,2021,0.022403757028757305
BEL,2021,0.01654437849775444
CAN,2021,0.039204977640075286
CHE,2021,0.027630264097841747
DEU,2021,0.029711564657745094
DNK,2021,0.01654437849775444
ESP,2021,0.01654437849775444
FIN,2021,0.01654437849775444
FRA,2021,0.01654437849775444
GBR,2021,0.04510020452710889
IRL,2021,0.01654437849775444
ITA,2021,0.01654437849775444
JPN,2021,0.07768195610027719
NLD,2021,0.01654437849775444
NOR,2021,0.01654437849775444
PRT,2021,0.01654437849775444
SWE,2021,0.01654437849775444
USA,2021,0.5762791124728956
AUS,2022,0.024123708391502945
BEL,2022,0.01655017748830385
CAN,2022,0.039663869080453336
CHE,2022,0.02629810629046762
DEU,2022,0.027147727419727964
DNK,2022,0.01655017748830385
ESP,2022,0.01655017748830385
FIN,2022,0.01655017748830385
FRA,2022,0.01655017748830385
GBR,2022,0.04447823365546914
IRL,2022,0.01655017748830385
ITA,2022,0.01655017748830385
JPN,2022,0.0772982317568146
NLD,2022,0.01655017748830385
NOR,2022,0.01655017748830385
PRT,2022,0.01655017748830385
SWE,2022,0.01655017748830385
USA,2022,0.578938171034222
AUS,2023,0.022403514157842894
BEL,2023,0.016284496922374086
CAN,2023,0.03881618373877229
CHE,2023,0.025609464988659427
DEU,2023,0.027279768706630386
DNK,2023,0.016284496922374086
ESP,2023,0.016284496922374086
FIN,2023,0.016284496922374086
FRA,2023,0.016284496922374086
GBR,2023,0.016284496922374086
IRL,2023,0.016284496922374086
ITA,2023,0.016284496922374086
JPN,2023,0.07701777487035526
